Id,NOMBRE,NOM_MAP,TIPO_ASENT,MANZANA,OBSERV,ALIAS,NOM_y_MZA,Superficie,Brio_inter
429,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,1495.596,
430,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,1990.669,
431,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,1942.281,
432,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,2685.943,
433,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,890.265,
434,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,1280.589,
435,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,2001.555,
436,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,2001.193,
437,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,1934.493,
438,Barrio Cardenal Samoré,Bo. Cardenal Samoré,Barrios municipales,,,,Barrio Cardenal Samoré,1936.254,
439,Barrio Calaza,Bo. Calaza,Barrios municipales,,Barrio de casas humildes y precarias lindero a sector de Villas,,Barrio Calaza,8179.152,
440,Barrio Balbastro,Bo. Balbastro,Barrios municipales,,Complejo de Edificios,,Barrio Balbastro,16474.018,
441,Barrio Los Pinos,Bo. Los Pinos,Barrios municipales,,Barrio humilde de construcciones precarias  y de casas bajas - Redigitalizado por USIG en Junio de 2016 (agregado de parte posterior a Av Riestra),,Barrio Los Pinos,9577.470,
442,Barrio Albarellos,Bo. Albarellos,Barrios municipales,,,,Barrio Albarellos,5397.069,
443,Barrio Albarellos,Bo. Albarellos,Barrios municipales,,,,Barrio Albarellos,5590.208,
444,Barrio Alborada,Bo. Alborada,Barrios municipales,,,,Barrio Alborada,10181.828,
445,CMV Consorcio 16,CMV Consorcio 16,Barrios municipales,,Complejo de Edificios - Redigitalización del registro,,CMV Consorcio 16,4624.288,
446,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 35,,Zavaleta,NHT Zavaleta - Tira 35,1354.792,
447,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 34,,Zavaleta,NHT Zavaleta - Tira 34,938.893,
448,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 33,,Zavaleta,NHT Zavaleta - Tira 33,889.289,
449,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 31,,Zavaleta,NHT Zavaleta - Tira 31,906.177,
450,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 29,,Zavaleta,NHT Zavaleta - Tira 29,882.988,
451,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 27,,Zavaleta,NHT Zavaleta - Tira 27,905.522,
452,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 24,,Zavaleta,NHT Zavaleta - Tira 24,881.892,
453,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 23,,Zavaleta,NHT Zavaleta - Tira 23,1176.694,
454,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 32,,Zavaleta,NHT Zavaleta - Tira 32,859.622,
455,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 30,,Zavaleta,NHT Zavaleta - Tira 30,859.426,
456,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 28,,Zavaleta,NHT Zavaleta - Tira 28,814.721,
457,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 25,,Zavaleta,NHT Zavaleta - Tira 25,1309.428,
458,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 26,,Zavaleta,NHT Zavaleta - Tira 26,1179.481,
459,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 1,,Zavaleta,NHT Zavaleta - Tira 1,1449.338,
460,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 3,,Zavaleta,NHT Zavaleta - Tira 3,1007.797,
461,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 5,,Zavaleta,NHT Zavaleta - Tira 5,1134.904,
462,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 7,,Zavaleta,NHT Zavaleta - Tira 7,1044.177,
463,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 2,,Zavaleta,NHT Zavaleta - Tira 2,1657.845,
464,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 4,,Zavaleta,NHT Zavaleta - Tira 4,1169.720,
465,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 6,,Zavaleta,NHT Zavaleta - Tira 6,1648.472,
466,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 9,,Zavaleta,NHT Zavaleta - Tira 9,1161.908,
467,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 8,,Zavaleta,NHT Zavaleta - Tira 8,1442.776,
468,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 11,,Zavaleta,NHT Zavaleta - Tira 11,1255.376,
469,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 13,,Zavaleta,NHT Zavaleta - Tira 13,1094.775,
470,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 10,,Zavaleta,NHT Zavaleta - Tira 10,1237.861,
471,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 23,,,NHT Del Trabajo - Tira 23,804.676,
472,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 19,,,NHT Del Trabajo - Tira 19,790.916,
473,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 16,,,NHT Del Trabajo - Tira 16,806.190,
474,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 13,,,NHT Del Trabajo - Tira 13,845.277,
475,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 10,,,NHT Del Trabajo - Tira 10,827.767,
476,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 7,,,NHT Del Trabajo - Tira 7,763.702,
477,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 5,,,NHT Del Trabajo - Tira 5,766.629,
478,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 8,,,NHT Del Trabajo - Tira 8,812.629,
479,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 11,,,NHT Del Trabajo - Tira 11,813.826,
480,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 14,,,NHT Del Trabajo - Tira 14,791.260,
481,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 17,,,NHT Del Trabajo - Tira 17,809.091,
482,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 20,,,NHT Del Trabajo - Tira 20,803.558,
483,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 24,,,NHT Del Trabajo - Tira 24,872.920,
484,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 21,,,NHT Del Trabajo - Tira 21,752.748,
485,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 18,,,NHT Del Trabajo - Tira 18,827.280,
486,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 15,,,NHT Del Trabajo - Tira 15,808.327,
487,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira12,,,NHT Del Trabajo - Tira12,799.304,
488,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 9,,,NHT Del Trabajo - Tira 9,799.676,
489,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 6,,,NHT Del Trabajo - Tira 6,819.043,
490,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 4,,,NHT Del Trabajo - Tira 4,837.625,
491,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 3,,,NHT Del Trabajo - Tira 3,823.155,
492,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 2,,,NHT Del Trabajo - Tira 2,831.845,
493,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 1,,,NHT Del Trabajo - Tira 1,814.937,
494,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 22,,,NHT Del Trabajo - Tira 22,790.912,
495,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira 25,,,NHT Del Trabajo - Tira 25,1047.780,
496,NHT Del Trabajo,NHT Del Trabajo,Nùcleos Habitacionales Transitorios,Tira s/n,Registro agregado según info de DGESyC 2017. Tira sin nombre,,NHT Del Trabajo - Tira s/n,398.267,
497,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,1,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 1,18800.442,Barrio 1
498,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,2,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 2,11179.272,Barrio 1
499,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,9A,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 9A,8766.388,Barrio 11
500,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,26,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 26,15312.587,Barrio 11
501,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,9B,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 9B,7556.889,Barrio 11
502,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,10,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 10,6878.432,Barrio 11
503,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,25,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 25,8773.922,Barrio 14 - Zona Norte
504,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,23,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 23,8239.082,Barrio 14 - Zona Norte
505,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,20,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 20,6937.491,Barrio 14 - Zona Norte
506,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,22,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 22,6920.335,Barrio 14 - Zona Norte
507,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,21,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 21,7346.297,Barrio 14 - Zona Norte
508,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,19,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 19,8518.123,Barrio 14 - Zona Norte
509,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,18,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 18,8697.779,Barrio 14 - Zona Norte
510,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,17,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 17,4094.196,Barrio 14 - Zona Norte
511,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,16,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 16,4762.542,Barrio 14 - Zona Norte
512,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,15,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 15,7798.536,Barrio 14 - Zona Norte
513,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,14,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 14,5496.892,Barrio 14 - Zona Norte
514,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,13,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 13,5837.065,Barrio 14 - Zona Norte
515,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,12,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 12,2207.637,Barrio 14 - Zona Norte
516,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,11,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 11,4123.381,Barrio 14 - Zona Norte
517,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,31,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 31,5010.557,Barrio 14 - Zona Norte
518,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,3,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 3,6971.325,Barrio 1
519,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,4,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 4,3635.626,Barrio 1
520,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,6,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 6,3457.130,Barrio 1
521,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,5,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 5,4797.650,Barrio 1
522,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,24,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 24,16071.663,Barrio 14 - Zona Norte
523,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7A,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7A,2213.801,
524,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7D,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7D,1012.746,
525,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7F,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7F,1333.756,
526,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7E,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7E,1349.082,
527,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7G,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7G,2015.069,Barrio 1
528,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7B,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7B,1053.317,
529,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,7C,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 7C,1152.910,
530,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,11,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 11,1590.152,Barrio 11
531,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,28,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 28,11282.215,Barrio 11
532,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,29,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 29,18540.732,Barrio 11
533,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli,1088.570,Barrio 1
534,Villa 13 bis,Villa 13 bis,Villas,1,,,Villa 13 bis - 1,5034.134,
535,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,32,,Barrio 15,Villa 15 - Ciudad Oculta - 32,21635.455,
536,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,30,,Barrio 15,Villa 15 - Ciudad Oculta - 30,11029.898,
537,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,29,,Barrio 15,Villa 15 - Ciudad Oculta - 29,11860.130,
538,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,26,,Barrio 15,Villa 15 - Ciudad Oculta - 26,6105.365,
539,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,28,,Barrio 15,Villa 15 - Ciudad Oculta - 28,14762.866,
540,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,27,,Barrio 15,Villa 15 - Ciudad Oculta - 27,12611.814,
541,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,9,,Barrio 15,Villa 15 - Ciudad Oculta - 9,2142.660,
542,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,10,,Barrio 15,Villa 15 - Ciudad Oculta - 10,1844.343,
543,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,13,,Barrio 15,Villa 15 - Ciudad Oculta - 13,1765.710,
544,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,14,,Barrio 15,Villa 15 - Ciudad Oculta - 14,1196.480,
545,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,16,,Barrio 15,Villa 15 - Ciudad Oculta - 16,1813.459,
546,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,18,,Barrio 15,Villa 15 - Ciudad Oculta - 18,1674.724,
547,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,20,,Barrio 15,Villa 15 - Ciudad Oculta - 20,2461.547,
548,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,22,,Barrio 15,Villa 15 - Ciudad Oculta - 22,2896.415,
549,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,24,,Barrio 15,Villa 15 - Ciudad Oculta - 24,1136.963,
550,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,25,,Barrio 15,Villa 15 - Ciudad Oculta - 25,1424.561,
551,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,23,,Barrio 15,Villa 15 - Ciudad Oculta - 23,4670.283,
552,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,21,,Barrio 15,Villa 15 - Ciudad Oculta - 21,1763.264,
553,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,19,,Barrio 15,Villa 15 - Ciudad Oculta - 19,1530.830,
