Id,NOMBRE,NOM_MAP,TIPO_ASENT,MANZANA,OBSERV,ALIAS,NOM_y_MZA,Superficie,Brio_inter
956,Villa 21-24,Villa 21-24,Villas,Loma Alegre 9,Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 54 y 58 (unión de dos sectores de manzanas anteriomente diferentes),Barrio 21-24,Villa 21-24 - Loma Alegre 9,6031.241,Loma Alegre
957,Villa 21-24,Villa 21-24,Villas,Loma Alegre 7,Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 54,Barrio 21-24,Villa 21-24 - Loma Alegre 7,3452.422,Loma Alegre
958,Villa 21-24,Villa 21-24,Villas,Loma Alegre 1,Modificación de digitalización (mínima) por USIG en Enero de 2017 - Redigitalización en Junio de 2020 en el Sector Loma Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 58,Barrio 21-24,Villa 21-24 - Loma Alegre 1,15999.134,Loma Alegre
959,Villa 21-24,Villa 21-24,Villas,Loma Alegre 2,Modificación de digitalización (mínima) por USIG en Enero de 2017 - Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 58,Barrio 21-24,Villa 21-24 - Loma Alegre 2,3804.724,Loma Alegre
960,Villa 21-24,Villa 21-24,Villas,Loma Alegre 3,Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 58 y 59 (unión de dos sectores de manzanas anteriomente diferentes),Barrio 21-24,Villa 21-24 - Loma Alegre 3,4387.729,Loma Alegre
961,Villa 21-24,Villa 21-24,Villas,Loma Alegre 5,"Redigitalización en Junio de 2020 en el Sector Loma Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 54, 58 y 59 (unión de dos sectores de manzanas anteriomente diferentes)",Barrio 21-24,Villa 21-24 - Loma Alegre 5,4737.849,Loma Alegre
962,Villa 21-24,Villa 21-24,Villas,San Blas 5,Redigitalizaciòn en Mayo y Junio 2020 en base a info enviada por IVC y chequeada en foto aèrea. División de sectores. Modificaciòn nomenclatura: antes Manzana 51 Sector C,Barrio 21-24,Villa 21-24 - San Blas 5,8657.956,San Blas
963,Villa 21-24,Villa 21-24,Villas,San Blas 6,Redigitalizaciòn en Mayo y Junio 2020 en base a info enviada por IVC y chequeada en foto aèrea. División de sectores. Modificaciòn nomenclatura: antes Manzana 51 Sector A,Barrio 21-24,Villa 21-24 - San Blas 6,5510.972,San Blas
964,Villa 21-24,Villa 21-24,Villas,San Blas 1,Redigitalizaciòn en Mayo y Junio 2020 en base a info enviada por IVC y chequeada en foto aèrea. División de sectores. Modificaciòn nomenclatura: antes Manzana 51 Sector C,Barrio 21-24,Villa 21-24 - San Blas 1,8365.350,San Blas
965,Villa 21-24,Villa 21-24,Villas,San Blas 2,"Redigitalizaciòn en Mayo y Junio 2020 en base a info enviada por IVC y chequeada en foto aèrea. División de sectores. Modificaciòn nomenclatura: antes Manzana 51 Sector A, C y Anexo San Blas (distintos sectores se unieron)",Barrio 21-24,Villa 21-24 - San Blas 2,7934.482,San Blas
966,Villa 21-24,Villa 21-24,Villas,San Blas 3,Redigitalizaciòn en Mayo y Junio 2020 en base a info enviada por IVC y chequeada en foto aèrea. División de sectores. Modificaciòn nomenclatura: antes Manzana  Sector 51 A y Anexo San Blas (se unieron distintas partes),Barrio 21-24,Villa 21-24 - San Blas 3,9907.312,San Blas
